entrez,symbol,term_name,term_id,source
171546,SPTSSA,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55133,SRBD1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6721,SREBF2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
140890,SREK1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6345,SRL,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6727,SRP14,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6728,SRP19,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6729,SRP54,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6726,SRP9,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
58477,SRPRB,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
63826,SRR,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10250,SRRM1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51593,SRRT,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6426,SRSF1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10772,SRSF10,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6428,SRSF3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6432,SRSF7,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6741,SSB,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6742,SSBP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23145,SSPO,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6755,SSTR5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
29101,SSU72,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6480,ST6GAL1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10735,STAG2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8614,STC2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6491,STIL,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10963,STIP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11171,STRAP,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
85369,STRIP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
29966,STRN3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
29888,STRN4,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23673,STX12,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
53407,STX18,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6812,STXBP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
64426,SUDS3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51684,SUFU,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10910,SUGT1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11198,SUPT16H,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55578,SUPT20H,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
6827,SUPT4H1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6832,SUPV3L1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6836,SURF4,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6838,SURF6,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
203328,SUSD3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8189,SYMPK,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23336,SYNM,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
341359,SYT10,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23208,SYT11,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
84447,SYVN1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6884,TAF13,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9015,TAF1A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9014,TAF1B,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9013,TAF1C,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6874,TAF4,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6877,TAF5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
129685,TAF8,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
80222,TARS2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9797,TATDN2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6902,TBCA,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
1155,TBCB,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6903,TBCC,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6904,TBCD,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6905,TBCE,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
79718,TBL1XR1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6899,TBX1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9096,TBX18,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6919,TCEA2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10915,TCERG1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6932,TCF7,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8115,TCL1A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6949,TCOF1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51567,TDP2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
91646,TDRD12,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7005,TEAD3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55714,TENM3,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
7013,TERF1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7014,TERF2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
56155,TEX14,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
647310,TEX22,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7019,TFAM,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51106,TFB1M,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
29842,TFCP2L1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10342,TFG,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
24144,TFIP11,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
100507588,TGFBR3L,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
96764,TGS1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55145,THAP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7059,THBS3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
100507527,THEG5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9984,THOC1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57187,THOC2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
84948,TIGD5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
201633,TIGIT,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8914,TIMELESS,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
26517,TIMM13,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10245,TIMM17B,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
100287932,TIMM23,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51300,TIMMDC1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
26277,TINF2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
25976,TIPARP,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9874,TLK1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
83877,TM2D2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
80213,TM2D3,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
10972,TMED10,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10959,TMED2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8834,TMEM11,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11070,TMEM115,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
219902,TMEM136,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
284339,TMEM145,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
153339,TMEM167A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
92691,TMEM169,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
134285,TMEM171,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
202915,TMEM184A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
645426,TMEM191C,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
729515,TMEM242,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55754,TMEM30A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
440026,TMEM41B,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55362,TMEM63B,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
137695,TMEM68,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7112,TMPO,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11013,TMSB15A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
160335,TMTC2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
25816,TNFAIP8,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
114034,TOE1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10043,TOM1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9804,TOMM20,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7150,TOP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7157,TP53,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
112858,TP53RK,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8626,TP63,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51673,TPPP3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51002,TPRKB,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7178,TPT1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
26146,TRAF3IP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10758,TRAF3IP2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10293,TRAIP,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
58485,TRAPPC1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
60684,TRAPPC11,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51112,TRAPPC12,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
27095,TRAPPC3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
126003,TRAPPC5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
22878,TRAPPC8,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55128,TRIM68,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9320,TRIP12,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
9319,TRIP13,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
54931,TRMT10C,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
152992,TRMT44,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57570,TRMT5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51605,TRMT6,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
115708,TRMT61A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10024,TROAP,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8295,TRRAP,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7249,TSC2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
80746,TSEN2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7265,TTC1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
79573,TTC13,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
100287898,TTC34,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
7268,TTC4,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57217,TTC7A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7270,TTF1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8458,TTF2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7272,TTK,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
254173,TTLL10,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7846,TUBA1A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
203068,TUBB,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51174,TUBD1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7284,TUFM,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
64852,TUT1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7295,TXN,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
114112,TXNRD3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7307,U2AF1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11338,U2AF2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10054,UBA2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
79876,UBA5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55236,UBA6,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51271,UBAP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9898,UBAP2L,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11065,UBE2C,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7327,UBE2G2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7329,UBE2I,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
27338,UBE2S,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
90025,UBE3D,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
59286,UBL5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
22888,UBOX5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
50613,UBQLN3,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51366,UBR5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
26043,UBXN7,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51377,UCHL5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23376,UFL1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51569,UFM1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55757,UGGT2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10941,UGT2A1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
25972,UNC50,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55245,UQCC1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7381,UQCRB,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7384,UQCRC1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
27089,UQCRQ,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8725,URI1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
81605,URM1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7390,UROS,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55850,USE1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7392,USF2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7398,USP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10869,USP19,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57646,USP28,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
84132,USP42,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
8078,USP5,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9101,USP8,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10208,USPL1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
27340,UTP20,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
84294,UTP23,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7405,UVRAG,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9217,VAPB,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57176,VARS2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7411,VBP1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7415,VCP,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7416,VDAC1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55591,VEZT,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7428,VHL,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
203547,VMA21,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
317703,VN1R4,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
55823,VPS11,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23230,VPS13A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55187,VPS13D,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
64601,VPS16,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57617,VPS18,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
84313,VPS25,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
112936,VPS26B,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51699,VPS29,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
65082,VPS33A,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55737,VPS35,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51028,VPS36,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23339,VPS39,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
27072,VPS41,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11311,VPS45,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
738,VPS51,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55275,VPS53,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
51542,VPS54,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
6944,VPS72,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7443,VRK1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55237,VRTN,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11326,VSIG4,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
7453,WARS,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
10352,WARS2,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
11193,WBP4,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9948,WDR1,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55759,WDR12,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57418,WDR18,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
79446,WDR25,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
80232,WDR26,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
55339,WDR33,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
401551,WDR38,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
23160,WDR43,Positive hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000029,CRB
54521,WDR44,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
9277,WDR46,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
57599,WDR48,Negative hit with Survival PSAP KO CRISPRi in Glutamatergic Neuron,CRB:0000030,CRB
